expt.id,expt.date,plate.name,plate.id,well,uid,cell.line,drug1,drug1.conc,drug1.units,drug2,drug2.conc,drug2.units,orig.cell.count,rate,rate.95ci,cld,cld2,loewe
HTS018,2017-07-28,PC9c1-O1a,95662.0,O19,PC9c1-O1a_O19,PC9c1,osimertinib,0.0,M,ceritinib,9.800000000000001e-10,M,61.0,0.04118,0.00135,PC9c1_osimertinib,PC9c1_osimertinib_ceritinib,
HTS018,2017-07-28,PC9c1-O1a,95662.0,O20,PC9c1-O1a_O20,PC9c1,osimertinib,0.0,M,ceritinib,2.4e-10,M,58.0,0.04118,0.0012699999999999999,PC9c1_osimertinib,PC9c1_osimertinib_ceritinib,
HTS018,2017-07-28,PC9c1-O1a,95662.0,O21,PC9c1-O1a_O21,PC9c1,osimertinib,0.0,M,ceritinib,6.100000000000001e-11,M,57.0,0.03923,0.00088,PC9c1_osimertinib,PC9c1_osimertinib_ceritinib,
HTS018,2017-07-28,PC9c1-O1b,95663.0,H13,PC9c1-O1b_H13,PC9c1,osimertinib,0.0,M,ensartinib,4e-06,M,54.0,0.00264,0.00139,PC9c1_osimertinib,PC9c1_osimertinib_ensartinib,
HTS018,2017-07-28,PC9c1-O1b,95663.0,H14,PC9c1-O1b_H14,PC9c1,osimertinib,0.0,M,ensartinib,1e-06,M,73.0,0.04057,0.00131,PC9c1_osimertinib,PC9c1_osimertinib_ensartinib,
HTS018,2017-07-28,PC9c1-O1b,95663.0,H15,PC9c1-O1b_H15,PC9c1,osimertinib,0.0,M,ensartinib,2.5e-07,M,69.0,0.0399,0.00121,PC9c1_osimertinib,PC9c1_osimertinib_ensartinib,
HTS018,2017-07-28,PC9c1-O1b,95663.0,H16,PC9c1-O1b_H16,PC9c1,osimertinib,0.0,M,ensartinib,6.3e-08,M,81.0,0.03833,0.00056,PC9c1_osimertinib,PC9c1_osimertinib_ensartinib,
HTS018,2017-07-28,PC9c1-O1b,95663.0,H17,PC9c1-O1b_H17,PC9c1,osimertinib,0.0,M,ensartinib,1.6e-08,M,66.0,0.03873,0.00114,PC9c1_osimertinib,PC9c1_osimertinib_ensartinib,
HTS018,2017-07-28,PC9c1-O1b,95663.0,H18,PC9c1-O1b_H18,PC9c1,osimertinib,0.0,M,ensartinib,3.9e-09,M,58.0,0.03871,0.00101,PC9c1_osimertinib,PC9c1_osimertinib_ensartinib,
HTS018,2017-07-28,PC9c1-O1b,95663.0,H19,PC9c1-O1b_H19,PC9c1,osimertinib,0.0,M,ensartinib,9.800000000000001e-10,M,49.0,0.03767,0.00112,PC9c1_osimertinib,PC9c1_osimertinib_ensartinib,
HTS018,2017-07-28,PC9c1-O1b,95663.0,H20,PC9c1-O1b_H20,PC9c1,osimertinib,0.0,M,ensartinib,2.4e-10,M,78.0,0.039389999999999994,0.0009,PC9c1_osimertinib,PC9c1_osimertinib_ensartinib,
HTS018,2017-07-28,PC9c1-O1b,95663.0,H21,PC9c1-O1b_H21,PC9c1,osimertinib,0.0,M,ensartinib,6.100000000000001e-11,M,67.0,0.04015,0.00091,PC9c1_osimertinib,PC9c1_osimertinib_ensartinib,
HTS018,2017-07-28,PC9c1-O1b,95663.0,O13,PC9c1-O1b_O13,PC9c1,osimertinib,0.0,M,ceritinib,4e-06,M,64.0,0.030680000000000002,0.0010400000000000001,PC9c1_osimertinib,PC9c1_osimertinib_ceritinib,
HTS018,2017-07-28,PC9c1-O1b,95663.0,O14,PC9c1-O1b_O14,PC9c1,osimertinib,0.0,M,ceritinib,1e-06,M,49.0,0.03637,0.0005099999999999999,PC9c1_osimertinib,PC9c1_osimertinib_ceritinib,
HTS018,2017-07-28,PC9c1-O1b,95663.0,O15,PC9c1-O1b_O15,PC9c1,osimertinib,0.0,M,ceritinib,2.5e-07,M,70.0,0.03707,0.0006900000000000001,PC9c1_osimertinib,PC9c1_osimertinib_ceritinib,
HTS018,2017-07-28,PC9c1-O1b,95663.0,O16,PC9c1-O1b_O16,PC9c1,osimertinib,0.0,M,ceritinib,6.3e-08,M,74.0,0.04225,0.00134,PC9c1_osimertinib,PC9c1_osimertinib_ceritinib,
HTS018,2017-07-28,PC9c1-O1b,95663.0,O17,PC9c1-O1b_O17,PC9c1,osimertinib,0.0,M,ceritinib,1.6e-08,M,72.0,0.03719,0.00061,PC9c1_osimertinib,PC9c1_osimertinib_ceritinib,
HTS018,2017-07-28,PC9c1-O1b,95663.0,O18,PC9c1-O1b_O18,PC9c1,osimertinib,0.0,M,ceritinib,3.9e-09,M,55.0,0.041260000000000005,0.0008300000000000001,PC9c1_osimertinib,PC9c1_osimertinib_ceritinib,
HTS018,2017-07-28,PC9c1-O1b,95663.0,O19,PC9c1-O1b_O19,PC9c1,osimertinib,0.0,M,ceritinib,9.800000000000001e-10,M,40.0,0.0427,0.0011099999999999999,PC9c1_osimertinib,PC9c1_osimertinib_ceritinib,
HTS018,2017-07-28,PC9c1-O1b,95663.0,O20,PC9c1-O1b_O20,PC9c1,osimertinib,0.0,M,ceritinib,2.4e-10,M,38.0,0.04083,0.00132,PC9c1_osimertinib,PC9c1_osimertinib_ceritinib,
HTS018,2017-07-28,PC9c1-O1b,95663.0,O21,PC9c1-O1b_O21,PC9c1,osimertinib,0.0,M,ceritinib,6.100000000000001e-11,M,47.0,0.03891,0.001,PC9c1_osimertinib,PC9c1_osimertinib_ceritinib,
HTS018,2017-07-28,PC9c1-O2a,95664.0,H03,PC9c1-O2a_H03,PC9c1,osimertinib,0.0,M,methotrexate,4e-06,M,42.0,0.02646,0.0035299999999999997,PC9c1_osimertinib,PC9c1_osimertinib_methotrexate,
HTS018,2017-07-28,PC9c1-O2a,95664.0,H04,PC9c1-O2a_H04,PC9c1,osimertinib,0.0,M,methotrexate,1e-06,M,45.0,0.013130000000000001,0.00135,PC9c1_osimertinib,PC9c1_osimertinib_methotrexate,
HTS018,2017-07-28,PC9c1-O2a,95664.0,H05,PC9c1-O2a_H05,PC9c1,osimertinib,0.0,M,methotrexate,2.5e-07,M,61.0,0.033510000000000005,0.00221,PC9c1_osimertinib,PC9c1_osimertinib_methotrexate,
HTS018,2017-07-28,PC9c1-O2a,95664.0,H06,PC9c1-O2a_H06,PC9c1,osimertinib,0.0,M,methotrexate,6.3e-08,M,53.0,0.03773,0.00093,PC9c1_osimertinib,PC9c1_osimertinib_methotrexate,
HTS018,2017-07-28,PC9c1-O2a,95664.0,H07,PC9c1-O2a_H07,PC9c1,osimertinib,0.0,M,methotrexate,1.6e-08,M,49.0,0.037989999999999996,0.00159,PC9c1_osimertinib,PC9c1_osimertinib_methotrexate,
HTS018,2017-07-28,PC9c1-O2a,95664.0,H08,PC9c1-O2a_H08,PC9c1,osimertinib,0.0,M,methotrexate,3.9e-09,M,56.0,0.04049,0.00105,PC9c1_osimertinib,PC9c1_osimertinib_methotrexate,
HTS018,2017-07-28,PC9c1-O2a,95664.0,H09,PC9c1-O2a_H09,PC9c1,osimertinib,0.0,M,methotrexate,9.800000000000001e-10,M,61.0,0.03863,0.00134,PC9c1_osimertinib,PC9c1_osimertinib_methotrexate,
HTS018,2017-07-28,PC9c1-O2a,95664.0,H10,PC9c1-O2a_H10,PC9c1,osimertinib,0.0,M,methotrexate,2.4e-10,M,48.0,0.0398,0.00141,PC9c1_osimertinib,PC9c1_osimertinib_methotrexate,
HTS018,2017-07-28,PC9c1-O2a,95664.0,H11,PC9c1-O2a_H11,PC9c1,osimertinib,0.0,M,methotrexate,6.100000000000001e-11,M,60.0,0.03753,0.00116,PC9c1_osimertinib,PC9c1_osimertinib_methotrexate,
HTS018,2017-07-28,PC9c1-O2a,95664.0,O13,PC9c1-O2a_O13,PC9c1,osimertinib,0.0,M,olaparib,2e-05,M,65.0,0.0307,0.00082,PC9c1_osimertinib,PC9c1_osimertinib_olaparib,
HTS018,2017-07-28,PC9c1-O2a,95664.0,O14,PC9c1-O2a_O14,PC9c1,osimertinib,0.0,M,olaparib,5e-06,M,69.0,0.03878,0.0011099999999999999,PC9c1_osimertinib,PC9c1_osimertinib_olaparib,
HTS018,2017-07-28,PC9c1-O2a,95664.0,O15,PC9c1-O2a_O15,PC9c1,osimertinib,0.0,M,olaparib,1.2e-06,M,49.0,0.03968,0.00134,PC9c1_osimertinib,PC9c1_osimertinib_olaparib,
HTS018,2017-07-28,PC9c1-O2a,95664.0,O16,PC9c1-O2a_O16,PC9c1,osimertinib,0.0,M,olaparib,3.1e-07,M,53.0,0.04095,0.00149,PC9c1_osimertinib,PC9c1_osimertinib_olaparib,
HTS018,2017-07-28,PC9c1-O2a,95664.0,O17,PC9c1-O2a_O17,PC9c1,osimertinib,0.0,M,olaparib,7.8e-08,M,54.0,0.039330000000000004,0.00124,PC9c1_osimertinib,PC9c1_osimertinib_olaparib,
HTS018,2017-07-28,PC9c1-O2a,95664.0,O18,PC9c1-O2a_O18,PC9c1,osimertinib,0.0,M,olaparib,2e-08,M,50.0,0.03879,0.00156,PC9c1_osimertinib,PC9c1_osimertinib_olaparib,
HTS018,2017-07-28,PC9c1-O2a,95664.0,O19,PC9c1-O2a_O19,PC9c1,osimertinib,0.0,M,olaparib,4.9e-09,M,81.0,0.03941,0.00098,PC9c1_osimertinib,PC9c1_osimertinib_olaparib,
HTS018,2017-07-28,PC9c1-O2a,95664.0,O20,PC9c1-O2a_O20,PC9c1,osimertinib,0.0,M,olaparib,1.2e-09,M,62.0,0.03781,0.00078,PC9c1_osimertinib,PC9c1_osimertinib_olaparib,
HTS018,2017-07-28,PC9c1-O2a,95664.0,O21,PC9c1-O2a_O21,PC9c1,osimertinib,0.0,M,olaparib,3.1e-10,M,29.0,0.03857,0.0028399999999999996,PC9c1_osimertinib,PC9c1_osimertinib_olaparib,
HTS018,2017-07-28,PC9c1-O2b,95665.0,H03,PC9c1-O2b_H03,PC9c1,osimertinib,0.0,M,methotrexate,4e-06,M,44.0,0.025710000000000004,0.0036200000000000004,PC9c1_osimertinib,PC9c1_osimertinib_methotrexate,
HTS018,2017-07-28,PC9c1-O2b,95665.0,H04,PC9c1-O2b_H04,PC9c1,osimertinib,0.0,M,methotrexate,1e-06,M,59.0,0.02696,0.00331,PC9c1_osimertinib,PC9c1_osimertinib_methotrexate,
HTS018,2017-07-28,PC9c1-O2b,95665.0,H05,PC9c1-O2b_H05,PC9c1,osimertinib,0.0,M,methotrexate,2.5e-07,M,58.0,0.03366,0.0017,PC9c1_osimertinib,PC9c1_osimertinib_methotrexate,
HTS018,2017-07-28,PC9c1-O2b,95665.0,H06,PC9c1-O2b_H06,PC9c1,osimertinib,0.0,M,methotrexate,6.3e-08,M,65.0,0.0375,0.0013,PC9c1_osimertinib,PC9c1_osimertinib_methotrexate,
HTS018,2017-07-28,PC9c1-O2b,95665.0,H07,PC9c1-O2b_H07,PC9c1,osimertinib,0.0,M,methotrexate,1.6e-08,M,61.0,0.03883,0.0008900000000000001,PC9c1_osimertinib,PC9c1_osimertinib_methotrexate,
HTS018,2017-07-28,PC9c1-O2b,95665.0,H08,PC9c1-O2b_H08,PC9c1,osimertinib,0.0,M,methotrexate,3.9e-09,M,54.0,0.03941,0.0010400000000000001,PC9c1_osimertinib,PC9c1_osimertinib_methotrexate,
HTS018,2017-07-28,PC9c1-O2b,95665.0,H09,PC9c1-O2b_H09,PC9c1,osimertinib,0.0,M,methotrexate,9.800000000000001e-10,M,58.0,0.038110000000000005,0.0007,PC9c1_osimertinib,PC9c1_osimertinib_methotrexate,
HTS018,2017-07-28,PC9c1-O2b,95665.0,H10,PC9c1-O2b_H10,PC9c1,osimertinib,0.0,M,methotrexate,2.4e-10,M,64.0,0.04073,0.0009400000000000001,PC9c1_osimertinib,PC9c1_osimertinib_methotrexate,
HTS018,2017-07-28,PC9c1-O2b,95665.0,H11,PC9c1-O2b_H11,PC9c1,osimertinib,0.0,M,methotrexate,6.100000000000001e-11,M,80.0,0.036489999999999995,0.00044,PC9c1_osimertinib,PC9c1_osimertinib_methotrexate,
HTS018,2017-07-28,PC9c1-O2b,95665.0,O13,PC9c1-O2b_O13,PC9c1,osimertinib,0.0,M,olaparib,2e-05,M,55.0,0.03167,0.00075,PC9c1_osimertinib,PC9c1_osimertinib_olaparib,
HTS018,2017-07-28,PC9c1-O2b,95665.0,O14,PC9c1-O2b_O14,PC9c1,osimertinib,0.0,M,olaparib,5e-06,M,57.0,0.034960000000000005,0.0010199999999999999,PC9c1_osimertinib,PC9c1_osimertinib_olaparib,
HTS018,2017-07-28,PC9c1-O2b,95665.0,O15,PC9c1-O2b_O15,PC9c1,osimertinib,0.0,M,olaparib,1.2e-06,M,49.0,0.03834,0.0012,PC9c1_osimertinib,PC9c1_osimertinib_olaparib,
HTS018,2017-07-28,PC9c1-O2b,95665.0,O16,PC9c1-O2b_O16,PC9c1,osimertinib,0.0,M,olaparib,3.1e-07,M,43.0,0.0386,0.00054,PC9c1_osimertinib,PC9c1_osimertinib_olaparib,
HTS018,2017-07-28,PC9c1-O2b,95665.0,O17,PC9c1-O2b_O17,PC9c1,osimertinib,0.0,M,olaparib,7.8e-08,M,34.0,0.043039999999999995,0.00122,PC9c1_osimertinib,PC9c1_osimertinib_olaparib,
HTS018,2017-07-28,PC9c1-O2b,95665.0,O18,PC9c1-O2b_O18,PC9c1,osimertinib,0.0,M,olaparib,2e-08,M,57.0,0.03891,0.00085,PC9c1_osimertinib,PC9c1_osimertinib_olaparib,
HTS018,2017-07-28,PC9c1-O2b,95665.0,O19,PC9c1-O2b_O19,PC9c1,osimertinib,0.0,M,olaparib,4.9e-09,M,39.0,0.04106,0.00112,PC9c1_osimertinib,PC9c1_osimertinib_olaparib,
HTS018,2017-07-28,PC9c1-O2b,95665.0,O20,PC9c1-O2b_O20,PC9c1,osimertinib,0.0,M,olaparib,1.2e-09,M,25.0,0.04349,0.00137,PC9c1_osimertinib,PC9c1_osimertinib_olaparib,
HTS018,2017-07-28,PC9c1-O2b,95665.0,O21,PC9c1-O2b_O21,PC9c1,osimertinib,0.0,M,olaparib,3.1e-10,M,51.0,0.0392,0.0008699999999999999,PC9c1_osimertinib,PC9c1_osimertinib_olaparib,
HTS018,2017-07-28,PC9c1-O3a,95666.0,H13,PC9c1-O3a_H13,PC9c1,osimertinib,0.0,M,panobinostat,4e-07,M,60.0,-0.025269999999999997,0.011470000000000001,PC9c1_osimertinib,PC9c1_osimertinib_panobinostat,
HTS018,2017-07-28,PC9c1-O3a,95666.0,H14,PC9c1-O3a_H14,PC9c1,osimertinib,0.0,M,panobinostat,1e-07,M,78.0,-0.051660000000000005,0.07149,PC9c1_osimertinib,PC9c1_osimertinib_panobinostat,
HTS018,2017-07-28,PC9c1-O3a,95666.0,H15,PC9c1-O3a_H15,PC9c1,osimertinib,0.0,M,panobinostat,2.5e-08,M,68.0,0.00772,0.00224,PC9c1_osimertinib,PC9c1_osimertinib_panobinostat,
HTS018,2017-07-28,PC9c1-O3a,95666.0,H16,PC9c1-O3a_H16,PC9c1,osimertinib,0.0,M,panobinostat,6.2e-09,M,56.0,0.02791,0.00141,PC9c1_osimertinib,PC9c1_osimertinib_panobinostat,
HTS018,2017-07-28,PC9c1-O3a,95666.0,H17,PC9c1-O3a_H17,PC9c1,osimertinib,0.0,M,panobinostat,1.6e-09,M,52.0,0.03562,0.00095,PC9c1_osimertinib,PC9c1_osimertinib_panobinostat,
HTS018,2017-07-28,PC9c1-O3a,95666.0,H18,PC9c1-O3a_H18,PC9c1,osimertinib,0.0,M,panobinostat,3.9e-10,M,83.0,0.03701,0.0008900000000000001,PC9c1_osimertinib,PC9c1_osimertinib_panobinostat,
HTS018,2017-07-28,PC9c1-O3a,95666.0,H19,PC9c1-O3a_H19,PC9c1,osimertinib,0.0,M,panobinostat,9.8e-11,M,58.0,0.039169999999999996,0.00099,PC9c1_osimertinib,PC9c1_osimertinib_panobinostat,
HTS018,2017-07-28,PC9c1-O3a,95666.0,H20,PC9c1-O3a_H20,PC9c1,osimertinib,0.0,M,panobinostat,2.3999999999999998e-11,M,45.0,0.03825,0.0010400000000000001,PC9c1_osimertinib,PC9c1_osimertinib_panobinostat,
HTS018,2017-07-28,PC9c1-O3a,95666.0,H21,PC9c1-O3a_H21,PC9c1,osimertinib,0.0,M,panobinostat,6.0999999999999995e-12,M,54.0,0.0392,0.00093,PC9c1_osimertinib,PC9c1_osimertinib_panobinostat,
HTS018,2017-07-28,PC9c1-O3a,95666.0,O13,PC9c1-O3a_O13,PC9c1,osimertinib,0.0,M,mg132,4e-06,M,74.0,0.01018,0.00263,PC9c1_osimertinib,PC9c1_osimertinib_MG132,
HTS018,2017-07-28,PC9c1-O3a,95666.0,O14,PC9c1-O3a_O14,PC9c1,osimertinib,0.0,M,mg132,1e-06,M,55.0,0.03902,0.00131,PC9c1_osimertinib,PC9c1_osimertinib_MG132,
HTS018,2017-07-28,PC9c1-O3a,95666.0,O15,PC9c1-O3a_O15,PC9c1,osimertinib,0.0,M,mg132,2.5e-07,M,67.0,0.04004,0.00056,PC9c1_osimertinib,PC9c1_osimertinib_MG132,
HTS018,2017-07-28,PC9c1-O3a,95666.0,O16,PC9c1-O3a_O16,PC9c1,osimertinib,0.0,M,mg132,6.3e-08,M,41.0,0.040010000000000004,0.00133,PC9c1_osimertinib,PC9c1_osimertinib_MG132,
HTS018,2017-07-28,PC9c1-O3a,95666.0,O17,PC9c1-O3a_O17,PC9c1,osimertinib,0.0,M,mg132,1.6e-08,M,58.0,0.04024,0.00067,PC9c1_osimertinib,PC9c1_osimertinib_MG132,
HTS018,2017-07-28,PC9c1-O3a,95666.0,O18,PC9c1-O3a_O18,PC9c1,osimertinib,0.0,M,mg132,3.9e-09,M,56.0,0.04095,0.0008,PC9c1_osimertinib,PC9c1_osimertinib_MG132,
HTS018,2017-07-28,PC9c1-O3a,95666.0,O19,PC9c1-O3a_O19,PC9c1,osimertinib,0.0,M,mg132,9.800000000000001e-10,M,43.0,0.04136,0.00086,PC9c1_osimertinib,PC9c1_osimertinib_MG132,
HTS018,2017-07-28,PC9c1-O3a,95666.0,O20,PC9c1-O3a_O20,PC9c1,osimertinib,0.0,M,mg132,2.4e-10,M,60.0,0.039580000000000004,0.00084,PC9c1_osimertinib,PC9c1_osimertinib_MG132,
HTS018,2017-07-28,PC9c1-O3a,95666.0,O21,PC9c1-O3a_O21,PC9c1,osimertinib,0.0,M,mg132,6.100000000000001e-11,M,66.0,0.03779,0.00066,PC9c1_osimertinib,PC9c1_osimertinib_MG132,
HTS018,2017-07-28,PC9c1-O3b,95667.0,H13,PC9c1-O3b_H13,PC9c1,osimertinib,0.0,M,panobinostat,4e-07,M,71.0,-0.01602,0.01125,PC9c1_osimertinib,PC9c1_osimertinib_panobinostat,
HTS018,2017-07-28,PC9c1-O3b,95667.0,H14,PC9c1-O3b_H14,PC9c1,osimertinib,0.0,M,panobinostat,1e-07,M,83.0,-0.037360000000000004,0.03058,PC9c1_osimertinib,PC9c1_osimertinib_panobinostat,
HTS018,2017-07-28,PC9c1-O3b,95667.0,H15,PC9c1-O3b_H15,PC9c1,osimertinib,0.0,M,panobinostat,2.5e-08,M,58.0,0.00836,0.0030800000000000003,PC9c1_osimertinib,PC9c1_osimertinib_panobinostat,
HTS018,2017-07-28,PC9c1-O3b,95667.0,H16,PC9c1-O3b_H16,PC9c1,osimertinib,0.0,M,panobinostat,6.2e-09,M,73.0,0.029410000000000002,0.0012900000000000001,PC9c1_osimertinib,PC9c1_osimertinib_panobinostat,
HTS018,2017-07-28,PC9c1-O3b,95667.0,H17,PC9c1-O3b_H17,PC9c1,osimertinib,0.0,M,panobinostat,1.6e-09,M,51.0,0.03561,0.00145,PC9c1_osimertinib,PC9c1_osimertinib_panobinostat,
HTS018,2017-07-28,PC9c1-O3b,95667.0,H18,PC9c1-O3b_H18,PC9c1,osimertinib,0.0,M,panobinostat,3.9e-10,M,53.0,0.03882,0.0011300000000000001,PC9c1_osimertinib,PC9c1_osimertinib_panobinostat,
HTS018,2017-07-28,PC9c1-O3b,95667.0,H19,PC9c1-O3b_H19,PC9c1,osimertinib,0.0,M,panobinostat,9.8e-11,M,45.0,0.03845,0.0009,PC9c1_osimertinib,PC9c1_osimertinib_panobinostat,
HTS018,2017-07-28,PC9c1-O3b,95667.0,H20,PC9c1-O3b_H20,PC9c1,osimertinib,0.0,M,panobinostat,2.3999999999999998e-11,M,60.0,0.03776,0.00057,PC9c1_osimertinib,PC9c1_osimertinib_panobinostat,
HTS018,2017-07-28,PC9c1-O3b,95667.0,H21,PC9c1-O3b_H21,PC9c1,osimertinib,0.0,M,panobinostat,6.0999999999999995e-12,M,50.0,0.03823,0.00054,PC9c1_osimertinib,PC9c1_osimertinib_panobinostat,
HTS018,2017-07-28,PC9c1-O3b,95667.0,O13,PC9c1-O3b_O13,PC9c1,osimertinib,0.0,M,mg132,4e-06,M,69.0,-0.0071,0.0025,PC9c1_osimertinib,PC9c1_osimertinib_MG132,
HTS018,2017-07-28,PC9c1-O3b,95667.0,O14,PC9c1-O3b_O14,PC9c1,osimertinib,0.0,M,mg132,1e-06,M,70.0,0.037939999999999995,0.0007599999999999999,PC9c1_osimertinib,PC9c1_osimertinib_MG132,
HTS018,2017-07-28,PC9c1-O3b,95667.0,O15,PC9c1-O3b_O15,PC9c1,osimertinib,0.0,M,mg132,2.5e-07,M,72.0,0.03754,0.00108,PC9c1_osimertinib,PC9c1_osimertinib_MG132,
HTS018,2017-07-28,PC9c1-O3b,95667.0,O16,PC9c1-O3b_O16,PC9c1,osimertinib,0.0,M,mg132,6.3e-08,M,64.0,0.04141,0.0009199999999999999,PC9c1_osimertinib,PC9c1_osimertinib_MG132,
HTS018,2017-07-28,PC9c1-O3b,95667.0,O17,PC9c1-O3b_O17,PC9c1,osimertinib,0.0,M,mg132,1.6e-08,M,73.0,0.03792,0.00058,PC9c1_osimertinib,PC9c1_osimertinib_MG132,
HTS018,2017-07-28,PC9c1-O3b,95667.0,O18,PC9c1-O3b_O18,PC9c1,osimertinib,0.0,M,mg132,3.9e-09,M,64.0,0.0396,0.00099,PC9c1_osimertinib,PC9c1_osimertinib_MG132,
HTS018,2017-07-28,PC9c1-O3b,95667.0,O19,PC9c1-O3b_O19,PC9c1,osimertinib,0.0,M,mg132,9.800000000000001e-10,M,53.0,0.03952,0.00091,PC9c1_osimertinib,PC9c1_osimertinib_MG132,
HTS018,2017-07-28,PC9c1-O3b,95667.0,O20,PC9c1-O3b_O20,PC9c1,osimertinib,0.0,M,mg132,2.4e-10,M,40.0,0.04378,0.00119,PC9c1_osimertinib,PC9c1_osimertinib_MG132,
HTS018,2017-07-28,PC9c1-O3b,95667.0,O21,PC9c1-O3b_O21,PC9c1,osimertinib,0.0,M,mg132,6.100000000000001e-11,M,69.0,0.03859,0.0010199999999999999,PC9c1_osimertinib,PC9c1_osimertinib_MG132,
HTS018,2017-07-28,PC9c1-O4a,95668.0,H03,PC9c1-O4a_H03,PC9c1,osimertinib,0.0,M,tanespimycin,4e-06,M,48.0,0.00621,0.0032600000000000003,PC9c1_osimertinib,PC9c1_osimertinib_tanespimycin,
HTS018,2017-07-28,PC9c1-O4a,95668.0,H04,PC9c1-O4a_H04,PC9c1,osimertinib,0.0,M,tanespimycin,1e-06,M,49.0,0.00323,0.00062,PC9c1_osimertinib,PC9c1_osimertinib_tanespimycin,
HTS018,2017-07-28,PC9c1-O4a,95668.0,H05,PC9c1-O4a_H05,PC9c1,osimertinib,0.0,M,tanespimycin,2.5e-07,M,72.0,0.00798,0.00295,PC9c1_osimertinib,PC9c1_osimertinib_tanespimycin,
HTS018,2017-07-28,PC9c1-O4a,95668.0,H06,PC9c1-O4a_H06,PC9c1,osimertinib,0.0,M,tanespimycin,6.3e-08,M,71.0,0.00503,0.00159,PC9c1_osimertinib,PC9c1_osimertinib_tanespimycin,
