,expt.id,expt.date,plate.name,plate.id,well,uid,cell.line,time,drug1,drug1.conc,drug1.units,drug2,drug2.conc,drug2.units,cell.count,ch2.pos,image.time,orig.cell.count,ch2posfrac,per_via,per_via_std
22,HTS018,2017-07-28,PC9c1-O1a,95633,J03,PC9c1-O1a_J03,PC9c1,-16.5,osimertinib,5e-08,M,everolimus,4e-06,M,26,0,2017-07-27 22:31:34,26,0.0,0.224598105291,0.0153591155261
23,HTS018,2017-07-28,PC9c1-O1a,95633,K03,PC9c1-O1a_K03,PC9c1,-16.5,osimertinib,1.2e-08,M,everolimus,4e-06,M,36,0,2017-07-27 22:31:34,36,0.0,0.242296477441,0.0165694166643
24,HTS018,2017-07-28,PC9c1-O1a,95633,L03,PC9c1-O1a_L03,PC9c1,-16.5,osimertinib,3.1e-09,M,everolimus,4e-06,M,45,0,2017-07-27 22:31:34,45,0.0,0.258507800126,0.0176780260964
25,HTS018,2017-07-28,PC9c1-O1a,95633,M03,PC9c1-O1a_M03,PC9c1,-16.5,osimertinib,7.8e-10,M,everolimus,4e-06,M,47,0,2017-07-27 22:31:34,47,0.0,0.378744681282,0.0259004113466
26,HTS018,2017-07-28,PC9c1-O1a,95633,N03,PC9c1-O1a_N03,PC9c1,-16.5,osimertinib,2e-10,M,everolimus,4e-06,M,45,0,2017-07-27 22:31:34,45,0.0,0.447175007942,0.0305800113428
27,HTS018,2017-07-28,PC9c1-O1a,95633,O03,PC9c1-O1a_O03,PC9c1,-16.5,osimertinib,0.0,M,everolimus,4e-06,M,22,0,2017-07-27 22:31:34,22,0.0,0.590557265225,0.0403851904699
28,HTS018,2017-07-28,PC9c1-O1a,95633,O04,PC9c1-O1a_O04,PC9c1,-16.5,osimertinib,0.0,M,everolimus,1e-06,M,51,0,2017-07-27 22:31:34,51,0.0,0.55206307296,0.0377527695717
29,HTS018,2017-07-28,PC9c1-O1a,95633,N04,PC9c1-O1a_N04,PC9c1,-16.5,osimertinib,2e-10,M,everolimus,1e-06,M,28,0,2017-07-27 22:31:34,28,0.0,0.341990703863,0.0233869948399
30,HTS018,2017-07-28,PC9c1-O1a,95633,M04,PC9c1-O1a_M04,PC9c1,-16.5,osimertinib,7.8e-10,M,everolimus,1e-06,M,42,0,2017-07-27 22:31:34,42,0.0,0.465954191851,0.0318642236685
31,HTS018,2017-07-28,PC9c1-O1a,95633,L04,PC9c1-O1a_L04,PC9c1,-16.5,osimertinib,3.1e-09,M,everolimus,1e-06,M,41,0,2017-07-27 22:31:34,41,0.0,0.479310012445,0.0327775599194
32,HTS018,2017-07-28,PC9c1-O1a,95633,K04,PC9c1-O1a_K04,PC9c1,-16.5,osimertinib,1.2e-08,M,everolimus,1e-06,M,40,0,2017-07-27 22:31:34,40,0.0,0.247608600145,0.0169326855627
33,HTS018,2017-07-28,PC9c1-O1a,95633,J04,PC9c1-O1a_J04,PC9c1,-16.5,osimertinib,5e-08,M,everolimus,1e-06,M,45,0,2017-07-27 22:31:34,45,0.0,0.211859063962,0.0144879576541
34,HTS018,2017-07-28,PC9c1-O1a,95633,I04,PC9c1-O1a_I04,PC9c1,-16.5,osimertinib,2e-07,M,everolimus,1e-06,M,37,0,2017-07-27 22:31:34,37,0.0,0.21191328277,0.014491665401
35,HTS018,2017-07-28,PC9c1-O1a,95633,H04,PC9c1-O1a_H04,PC9c1,-16.5,osimertinib,0.0,M,cisplatin,1e-07,M,41,0,2017-07-27 22:31:34,41,0.0,0.904479735312,0.0618527423803
36,HTS018,2017-07-28,PC9c1-O1a,95633,G04,PC9c1-O1a_G04,PC9c1,-16.5,osimertinib,2e-10,M,cisplatin,1e-07,M,39,0,2017-07-27 22:31:34,39,0.0,0.79675296385,0.0544858595386
37,HTS018,2017-07-28,PC9c1-O1a,95633,F04,PC9c1-O1a_F04,PC9c1,-16.5,osimertinib,7.8e-10,M,cisplatin,1e-07,M,41,0,2017-07-27 22:31:34,41,0.0,0.862675882849,0.0589939907511
38,HTS018,2017-07-28,PC9c1-O1a,95633,E04,PC9c1-O1a_E04,PC9c1,-16.5,osimertinib,3.1e-09,M,cisplatin,1e-07,M,37,0,2017-07-27 22:31:34,37,0.0,0.724828950923,0.04956734421
39,HTS018,2017-07-28,PC9c1-O1a,95633,D04,PC9c1-O1a_D04,PC9c1,-16.5,osimertinib,1.2e-08,M,cisplatin,1e-07,M,37,0,2017-07-27 22:31:34,37,0.0,0.57805486872,0.0395302155269
40,HTS018,2017-07-28,PC9c1-O1a,95633,C04,PC9c1-O1a_C04,PC9c1,-16.5,osimertinib,5e-08,M,cisplatin,1e-07,M,46,0,2017-07-27 22:31:34,46,0.0,0.38264573487,0.0261671844463
41,HTS018,2017-07-28,PC9c1-O1a,95633,B04,PC9c1-O1a_B04,PC9c1,-16.5,osimertinib,2e-07,M,cisplatin,1e-07,M,33,0,2017-07-27 22:31:34,33,0.0,0.376312722674,0.0257341021377
42,HTS018,2017-07-28,PC9c1-O1a,95633,B05,PC9c1-O1a_B05,PC9c1,-16.5,osimertinib,2e-07,M,cisplatin,2.5e-08,M,29,0,2017-07-27 22:31:34,29,0.0,0.335216089218,0.0229237135987
43,HTS018,2017-07-28,PC9c1-O1a,95633,C05,PC9c1-O1a_C05,PC9c1,-16.5,osimertinib,5e-08,M,cisplatin,2.5e-08,M,49,0,2017-07-27 22:31:34,49,0.0,0.310088447758,0.0212053627356
44,HTS018,2017-07-28,PC9c1-O1a,95633,D05,PC9c1-O1a_D05,PC9c1,-16.5,osimertinib,1.2e-08,M,cisplatin,2.5e-08,M,34,0,2017-07-27 22:31:34,34,0.0,0.524916493063,0.0358963538364
45,HTS018,2017-07-28,PC9c1-O1a,95633,E05,PC9c1-O1a_E05,PC9c1,-16.5,osimertinib,3.1e-09,M,cisplatin,2.5e-08,M,37,0,2017-07-27 22:31:34,37,0.0,0.622690617924,0.0425826260881
46,HTS018,2017-07-28,PC9c1-O1a,95633,F05,PC9c1-O1a_F05,PC9c1,-16.5,osimertinib,7.8e-10,M,cisplatin,2.5e-08,M,52,0,2017-07-27 22:31:34,52,0.0,0.695945496741,0.0475921525271
47,HTS018,2017-07-28,PC9c1-O1a,95633,G05,PC9c1-O1a_G05,PC9c1,-16.5,osimertinib,2e-10,M,cisplatin,2.5e-08,M,48,0,2017-07-27 22:31:34,48,0.0,0.732507081119,0.0500924122579
48,HTS018,2017-07-28,PC9c1-O1a,95633,H05,PC9c1-O1a_H05,PC9c1,-16.5,osimertinib,0.0,M,cisplatin,2.5e-08,M,42,0,2017-07-27 22:31:34,42,0.0,0.899597900155,0.0615188986461
49,HTS018,2017-07-28,PC9c1-O1a,95633,I05,PC9c1-O1a_I05,PC9c1,-16.5,osimertinib,2e-07,M,everolimus,2.5e-07,M,43,0,2017-07-27 22:31:34,43,0.0,0.254156234366,0.0173804447738
50,HTS018,2017-07-28,PC9c1-O1a,95633,J05,PC9c1-O1a_J05,PC9c1,-16.5,osimertinib,5e-08,M,everolimus,2.5e-07,M,50,0,2017-07-27 22:31:34,50,0.0,0.22655647607,0.0154930384859
51,HTS018,2017-07-28,PC9c1-O1a,95633,K05,PC9c1-O1a_K05,PC9c1,-16.5,osimertinib,1.2e-08,M,everolimus,2.5e-07,M,37,0,2017-07-27 22:31:34,37,0.0,0.273832206395,0.0187259838516
52,HTS018,2017-07-28,PC9c1-O1a,95633,L05,PC9c1-O1a_L05,PC9c1,-16.5,osimertinib,3.1e-09,M,everolimus,2.5e-07,M,37,0,2017-07-27 22:31:34,37,0.0,0.298205594304,0.0203927551726
53,HTS018,2017-07-28,PC9c1-O1a,95633,M05,PC9c1-O1a_M05,PC9c1,-16.5,osimertinib,7.8e-10,M,everolimus,2.5e-07,M,43,0,2017-07-27 22:31:34,43,0.0,0.43958658391,0.0300610778406
54,HTS018,2017-07-28,PC9c1-O1a,95633,N05,PC9c1-O1a_N05,PC9c1,-16.5,osimertinib,2e-10,M,everolimus,2.5e-07,M,39,0,2017-07-27 22:31:34,39,0.0,0.3075120463,0.0210291758191
55,HTS018,2017-07-28,PC9c1-O1a,95633,O05,PC9c1-O1a_O05,PC9c1,-16.5,osimertinib,0.0,M,everolimus,2.5e-07,M,40,0,2017-07-27 22:31:34,40,0.0,0.484739846972,0.0331488785272
56,HTS018,2017-07-28,PC9c1-O1a,95633,O06,PC9c1-O1a_O06,PC9c1,-16.5,osimertinib,0.0,M,everolimus,6.3e-08,M,29,0,2017-07-27 22:31:34,29,0.0,0.539416202998,0.0368879148279
57,HTS018,2017-07-28,PC9c1-O1a,95633,N06,PC9c1-O1a_N06,PC9c1,-16.5,osimertinib,2e-10,M,everolimus,6.3e-08,M,37,0,2017-07-27 22:31:34,37,0.0,0.339755886737,0.0232341671284
58,HTS018,2017-07-28,PC9c1-O1a,95633,M06,PC9c1-O1a_M06,PC9c1,-16.5,osimertinib,7.8e-10,M,everolimus,6.3e-08,M,41,1,2017-07-27 22:31:34,41,0.0243902439024,0.334946793085,0.0229052978137
59,HTS018,2017-07-28,PC9c1-O1a,95633,L06,PC9c1-O1a_L06,PC9c1,-16.5,osimertinib,3.1e-09,M,everolimus,6.3e-08,M,34,0,2017-07-27 22:31:34,34,0.0,0.297567319938,0.0203491068538
60,HTS018,2017-07-28,PC9c1-O1a,95633,K06,PC9c1-O1a_K06,PC9c1,-16.5,osimertinib,1.2e-08,M,everolimus,6.3e-08,M,40,0,2017-07-27 22:31:34,40,0.0,0.285836655722,0.0195469067343
61,HTS018,2017-07-28,PC9c1-O1a,95633,J06,PC9c1-O1a_J06,PC9c1,-16.5,osimertinib,5e-08,M,everolimus,6.3e-08,M,39,0,2017-07-27 22:31:34,39,0.0,0.248490170888,0.0169929716764
62,HTS018,2017-07-28,PC9c1-O1a,95633,I06,PC9c1-O1a_I06,PC9c1,-16.5,osimertinib,2e-07,M,everolimus,6.3e-08,M,48,0,2017-07-27 22:31:34,48,0.0,0.207636382848,0.0141991900931
63,HTS018,2017-07-28,PC9c1-O1a,95633,H06,PC9c1-O1a_H06,PC9c1,-16.5,osimertinib,0.0,M,cisplatin,6.2e-09,M,43,0,2017-07-27 22:31:34,43,0.0,0.87612695069,0.059913840474
64,HTS018,2017-07-28,PC9c1-O1a,95633,G06,PC9c1-O1a_G06,PC9c1,-16.5,osimertinib,2e-10,M,cisplatin,6.2e-09,M,41,0,2017-07-27 22:31:34,41,0.0,0.52220104552,0.0357106582694
65,HTS018,2017-07-28,PC9c1-O1a,95633,F06,PC9c1-O1a_F06,PC9c1,-16.5,osimertinib,7.8e-10,M,cisplatin,6.2e-09,M,33,0,2017-07-27 22:31:34,33,0.0,0.65915562546,0.0450762814227
66,HTS018,2017-07-28,PC9c1-O1a,95633,E06,PC9c1-O1a_E06,PC9c1,-16.5,osimertinib,3.1e-09,M,cisplatin,6.2e-09,M,47,0,2017-07-27 22:31:34,47,0.0,0.552147626626,0.0377585517643
67,HTS018,2017-07-28,PC9c1-O1a,95633,D06,PC9c1-O1a_D06,PC9c1,-16.5,osimertinib,1.2e-08,M,cisplatin,6.2e-09,M,47,0,2017-07-27 22:31:34,47,0.0,0.431811382502,0.029529371589
68,HTS018,2017-07-28,PC9c1-O1a,95633,C06,PC9c1-O1a_C06,PC9c1,-16.5,osimertinib,5e-08,M,cisplatin,6.2e-09,M,43,0,2017-07-27 22:31:34,43,0.0,0.379052994643,0.0259214953202
69,HTS018,2017-07-28,PC9c1-O1a,95633,B06,PC9c1-O1a_B06,PC9c1,-16.5,osimertinib,2e-07,M,cisplatin,6.2e-09,M,37,0,2017-07-27 22:31:34,37,0.0,0.341650633126,0.0233637391417
70,HTS018,2017-07-28,PC9c1-O1a,95633,B07,PC9c1-O1a_B07,PC9c1,-16.5,osimertinib,2e-07,M,cisplatin,1.6e-09,M,49,0,2017-07-27 22:31:34,49,0.0,0.353201334168,0.0241536325003
71,HTS018,2017-07-28,PC9c1-O1a,95633,C07,PC9c1-O1a_C07,PC9c1,-16.5,osimertinib,5e-08,M,cisplatin,1.6e-09,M,41,0,2017-07-27 22:31:34,41,0.0,0.331704068251,0.0226835444499
72,HTS018,2017-07-28,PC9c1-O1a,95633,D07,PC9c1-O1a_D07,PC9c1,-16.5,osimertinib,1.2e-08,M,cisplatin,1.6e-09,M,44,1,2017-07-27 22:31:34,44,0.0227272727273,0.423713196203,0.028975578053
73,HTS018,2017-07-28,PC9c1-O1a,95633,E07,PC9c1-O1a_E07,PC9c1,-16.5,osimertinib,3.1e-09,M,cisplatin,1.6e-09,M,40,0,2017-07-27 22:31:34,40,0.0,0.592479296242,0.0405166283394
74,HTS018,2017-07-28,PC9c1-O1a,95633,F07,PC9c1-O1a_F07,PC9c1,-16.5,osimertinib,7.8e-10,M,cisplatin,1.6e-09,M,42,0,2017-07-27 22:31:34,42,0.0,0.837812862641,0.0572937359818
75,HTS018,2017-07-28,PC9c1-O1a,95633,G07,PC9c1-O1a_G07,PC9c1,-16.5,osimertinib,2e-10,M,cisplatin,1.6e-09,M,55,0,2017-07-27 22:31:34,55,0.0,0.834037647767,0.0570355683481
76,HTS018,2017-07-28,PC9c1-O1a,95633,H07,PC9c1-O1a_H07,PC9c1,-16.5,osimertinib,0.0,M,cisplatin,1.6e-09,M,26,0,2017-07-27 22:31:34,26,0.0,0.921801238918,0.0630372714066
77,HTS018,2017-07-28,PC9c1-O1a,95633,I07,PC9c1-O1a_I07,PC9c1,-16.5,osimertinib,2e-07,M,everolimus,1.6e-08,M,39,0,2017-07-27 22:31:34,39,0.0,0.315505987136,0.0215758405411
78,HTS018,2017-07-28,PC9c1-O1a,95633,J07,PC9c1-O1a_J07,PC9c1,-16.5,osimertinib,5e-08,M,everolimus,1.6e-08,M,39,0,2017-07-27 22:31:34,39,0.0,0.275602836823,0.0188470682093
79,HTS018,2017-07-28,PC9c1-O1a,95633,K07,PC9c1-O1a_K07,PC9c1,-16.5,osimertinib,1.2e-08,M,everolimus,1.6e-08,M,44,0,2017-07-27 22:31:34,44,0.0,0.259851505202,0.017769915213
80,HTS018,2017-07-28,PC9c1-O1a,95633,L07,PC9c1-O1a_L07,PC9c1,-16.5,osimertinib,3.1e-09,M,everolimus,1.6e-08,M,44,0,2017-07-27 22:31:34,44,0.0,0.321404064293,0.0219791798672
81,HTS018,2017-07-28,PC9c1-O1a,95633,M07,PC9c1-O1a_M07,PC9c1,-16.5,osimertinib,7.8e-10,M,everolimus,1.6e-08,M,37,0,2017-07-27 22:31:34,37,0.0,0.406944800373,0.0278288732381
82,HTS018,2017-07-28,PC9c1-O1a,95633,N07,PC9c1-O1a_N07,PC9c1,-16.5,osimertinib,2e-10,M,everolimus,1.6e-08,M,22,0,2017-07-27 22:31:34,22,0.0,0.345325771367,0.0236150630465
83,HTS018,2017-07-28,PC9c1-O1a,95633,O07,PC9c1-O1a_O07,PC9c1,-16.5,osimertinib,0.0,M,everolimus,1.6e-08,M,35,0,2017-07-27 22:31:34,35,0.0,0.516641631506,0.0353304783832
84,HTS018,2017-07-28,PC9c1-O1a,95633,O08,PC9c1-O1a_O08,PC9c1,-16.5,osimertinib,0.0,M,everolimus,3.9e-09,M,26,0,2017-07-27 22:31:34,26,0.0,0.586748391503,0.0401247210798
85,HTS018,2017-07-28,PC9c1-O1a,95633,N08,PC9c1-O1a_N08,PC9c1,-16.5,osimertinib,2e-10,M,everolimus,3.9e-09,M,44,0,2017-07-27 22:31:34,44,0.0,0.411754253057,0.0281577671053
86,HTS018,2017-07-28,PC9c1-O1a,95633,M08,PC9c1-O1a_M08,PC9c1,-16.5,osimertinib,7.8e-10,M,everolimus,3.9e-09,M,38,0,2017-07-27 22:31:34,38,0.0,0.343775515809,0.0235090489989
87,HTS018,2017-07-28,PC9c1-O1a,95633,L08,PC9c1-O1a_L08,PC9c1,-16.5,osimertinib,3.1e-09,M,everolimus,3.9e-09,M,48,1,2017-07-27 22:31:34,48,0.0208333333333,0.354694066822,0.0242557128506
88,HTS018,2017-07-28,PC9c1-O1a,95633,K08,PC9c1-O1a_K08,PC9c1,-16.5,osimertinib,1.2e-08,M,everolimus,3.9e-09,M,48,0,2017-07-27 22:31:34,48,0.0,0.259882512094,0.0177720356157
89,HTS018,2017-07-28,PC9c1-O1a,95633,J08,PC9c1-O1a_J08,PC9c1,-16.5,osimertinib,5e-08,M,everolimus,3.9e-09,M,57,0,2017-07-27 22:31:34,57,0.0,0.277207229242,0.0189567843998
90,HTS018,2017-07-28,PC9c1-O1a,95633,I08,PC9c1-O1a_I08,PC9c1,-16.5,osimertinib,2e-07,M,everolimus,3.9e-09,M,36,0,2017-07-27 22:31:34,36,0.0,0.223349747917,0.015273746751
91,HTS018,2017-07-28,PC9c1-O1a,95633,H08,PC9c1-O1a_H08,PC9c1,-16.5,osimertinib,0.0,M,cisplatin,3.9e-10,M,46,0,2017-07-27 22:31:34,46,0.0,0.864628885889,0.0591275466388
92,HTS018,2017-07-28,PC9c1-O1a,95633,G08,PC9c1-O1a_G08,PC9c1,-16.5,osimertinib,2e-10,M,cisplatin,3.9e-10,M,58,0,2017-07-27 22:31:34,58,0.0,0.755241737854,0.0516471191367
93,HTS018,2017-07-28,PC9c1-O1a,95633,F08,PC9c1-O1a_F08,PC9c1,-16.5,osimertinib,7.8e-10,M,cisplatin,3.9e-10,M,44,0,2017-07-27 22:31:34,44,0.0,0.686297444003,0.0469323715534
94,HTS018,2017-07-28,PC9c1-O1a,95633,E08,PC9c1-O1a_E08,PC9c1,-16.5,osimertinib,3.1e-09,M,cisplatin,3.9e-10,M,53,0,2017-07-27 22:31:34,53,0.0,0.592880628083,0.040544073371
95,HTS018,2017-07-28,PC9c1-O1a,95633,D08,PC9c1-O1a_D08,PC9c1,-16.5,osimertinib,1.2e-08,M,cisplatin,3.9e-10,M,38,0,2017-07-27 22:31:34,38,0.0,0.499302923903,0.0341447728636
96,HTS018,2017-07-28,PC9c1-O1a,95633,C08,PC9c1-O1a_C08,PC9c1,-16.5,osimertinib,5e-08,M,cisplatin,3.9e-10,M,49,0,2017-07-27 22:31:34,49,0.0,0.378561813825,0.0258879059767
97,HTS018,2017-07-28,PC9c1-O1a,95633,B08,PC9c1-O1a_B08,PC9c1,-16.5,osimertinib,2e-07,M,cisplatin,3.9e-10,M,35,0,2017-07-27 22:31:34,35,0.0,0.289146037236,0.0197732184074
98,HTS018,2017-07-28,PC9c1-O1a,95633,B09,PC9c1-O1a_B09,PC9c1,-16.5,osimertinib,2e-07,M,cisplatin,9.8e-11,M,35,0,2017-07-27 22:31:34,35,0.0,0.393215095512,0.0268899689548
99,HTS018,2017-07-28,PC9c1-O1a,95633,C09,PC9c1-O1a_C09,PC9c1,-16.5,osimertinib,5e-08,M,cisplatin,9.8e-11,M,36,0,2017-07-27 22:31:34,36,0.0,0.414755142105,0.0283629825567
100,HTS018,2017-07-28,PC9c1-O1a,95633,D09,PC9c1-O1a_D09,PC9c1,-16.5,osimertinib,1.2e-08,M,cisplatin,9.8e-11,M,43,0,2017-07-27 22:31:34,43,0.0,0.457580994347,0.0312916235229
101,HTS018,2017-07-28,PC9c1-O1a,95633,E09,PC9c1-O1a_E09,PC9c1,-16.5,osimertinib,3.1e-09,M,cisplatin,9.8e-11,M,41,0,2017-07-27 22:31:34,41,0.0,0.604634524967,0.0413478622538
102,HTS018,2017-07-28,PC9c1-O1a,95633,F09,PC9c1-O1a_F09,PC9c1,-16.5,osimertinib,7.8e-10,M,cisplatin,9.8e-11,M,29,0,2017-07-27 22:31:34,29,0.0,0.871386302972,0.0595896518266
103,HTS018,2017-07-28,PC9c1-O1a,95633,G09,PC9c1-O1a_G09,PC9c1,-16.5,osimertinib,2e-10,M,cisplatin,9.8e-11,M,47,0,2017-07-27 22:31:34,47,0.0,0.62743157669,0.0429068360066
104,HTS018,2017-07-28,PC9c1-O1a,95633,H09,PC9c1-O1a_H09,PC9c1,-16.5,osimertinib,0.0,M,cisplatin,9.8e-11,M,39,0,2017-07-27 22:31:34,39,0.0,1.1404059155,0.0779865270014
105,HTS018,2017-07-28,PC9c1-O1a,95633,I09,PC9c1-O1a_I09,PC9c1,-16.5,osimertinib,2e-07,M,everolimus,9.8e-10,M,44,0,2017-07-27 22:31:34,44,0.0,0.256907057416,0.0175685594908
106,HTS018,2017-07-28,PC9c1-O1a,95633,J09,PC9c1-O1a_J09,PC9c1,-16.5,osimertinib,5e-08,M,everolimus,9.8e-10,M,43,0,2017-07-27 22:31:34,43,0.0,0.211288337241,0.0144489285731
107,HTS018,2017-07-28,PC9c1-O1a,95633,K09,PC9c1-O1a_K09,PC9c1,-16.5,osimertinib,1.2e-08,M,everolimus,9.8e-10,M,45,0,2017-07-27 22:31:34,45,0.0,0.274923186547,0.0188005904035
108,HTS018,2017-07-28,PC9c1-O1a,95633,L09,PC9c1-O1a_L09,PC9c1,-16.5,osimertinib,3.1e-09,M,everolimus,9.8e-10,M,47,0,2017-07-27 22:31:34,47,0.0,0.33258509658,0.0227437934706
109,HTS018,2017-07-28,PC9c1-O1a,95633,M09,PC9c1-O1a_M09,PC9c1,-16.5,osimertinib,7.8e-10,M,everolimus,9.8e-10,M,48,0,2017-07-27 22:31:34,48,0.0,0.358858039905,0.0245404656697
110,HTS018,2017-07-28,PC9c1-O1a,95633,N09,PC9c1-O1a_N09,PC9c1,-16.5,osimertinib,2e-10,M,everolimus,9.8e-10,M,39,0,2017-07-27 22:31:34,39,0.0,0.419701097718,0.0287012111608
111,HTS018,2017-07-28,PC9c1-O1a,95633,O09,PC9c1-O1a_O09,PC9c1,-16.5,osimertinib,0.0,M,everolimus,9.8e-10,M,27,0,2017-07-27 22:31:34,27,0.0,0.501114443891,0.034268653449
112,HTS018,2017-07-28,PC9c1-O1a,95633,O10,PC9c1-O1a_O10,PC9c1,-16.5,osimertinib,0.0,M,everolimus,2.4e-10,M,40,1,2017-07-27 22:31:34,40,0.025,0.528868908283,0.0361666392953
113,HTS018,2017-07-28,PC9c1-O1a,95633,N10,PC9c1-O1a_N10,PC9c1,-16.5,osimertinib,2e-10,M,everolimus,2.4e-10,M,36,0,2017-07-27 22:31:34,36,0.0,0.361863153158,0.0247459699929
114,HTS018,2017-07-28,PC9c1-O1a,95633,M10,PC9c1-O1a_M10,PC9c1,-16.5,osimertinib,7.8e-10,M,everolimus,2.4e-10,M,67,0,2017-07-27 22:31:34,67,0.0,0.629739244356,0.0430646455937
115,HTS018,2017-07-28,PC9c1-O1a,95633,L10,PC9c1-O1a_L10,PC9c1,-16.5,osimertinib,3.1e-09,M,everolimus,2.4e-10,M,44,0,2017-07-27 22:31:34,44,0.0,0.28327196225,0.0193715204671
