expt.id,expt.date,plate.name,plate.id,well,uid,cell.line,drug1,drug1.conc,drug1.units,drug2,drug2.conc,drug2.units,rate,rate.95ci,cld,cld2
HTS017,2017-07-07,PC9AZR-O1,94980,O06,PC9AZR-O1_O06,PC9AZR,osimertinib,0,M,buparlisib,0.000000063,M,0.03628,0.0008,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,N06,PC9AZR-O1_N06,PC9AZR,osimertinib,0.000000001,M,buparlisib,0.000000063,M,0.03111,0.00063,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,M06,PC9AZR-O1_M06,PC9AZR,osimertinib,3.9E-09,M,buparlisib,0.000000063,M,0.03618,0.00045,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,L06,PC9AZR-O1_L06,PC9AZR,osimertinib,0.000000016,M,buparlisib,0.000000063,M,0.03618,0.00057,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,K06,PC9AZR-O1_K06,PC9AZR,osimertinib,0.000000063,M,buparlisib,0.000000063,M,0.03209,0.00041,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,J06,PC9AZR-O1_J06,PC9AZR,osimertinib,0.00000025,M,buparlisib,0.000000063,M,0.0345,0.00068,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,I06,PC9AZR-O1_I06,PC9AZR,osimertinib,0.000001,M,buparlisib,0.000000063,M,0.02831,0.00035,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,H06,PC9AZR-O1_H06,PC9AZR,osimertinib,0,M,foretinib,0.000000063,M,0.03855,0.00037,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,G06,PC9AZR-O1_G06,PC9AZR,osimertinib,0.000000001,M,foretinib,0.000000063,M,0.03788,0.0006,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,F06,PC9AZR-O1_F06,PC9AZR,osimertinib,3.9E-09,M,foretinib,0.000000063,M,0.03831,0.00058,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,E06,PC9AZR-O1_E06,PC9AZR,osimertinib,0.000000016,M,foretinib,0.000000063,M,0.03866,0.00029,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,D06,PC9AZR-O1_D06,PC9AZR,osimertinib,0.000000063,M,foretinib,0.000000063,M,0.03589,0.00047,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,C06,PC9AZR-O1_C06,PC9AZR,osimertinib,0.00000025,M,foretinib,0.000000063,M,0.03798,0.0009,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,B06,PC9AZR-O1_B06,PC9AZR,osimertinib,0.000001,M,foretinib,0.000000063,M,0.02846,0.00047,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,B07,PC9AZR-O1_B07,PC9AZR,osimertinib,0.000001,M,foretinib,0.000000016,M,0.03389,0.00054,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,C07,PC9AZR-O1_C07,PC9AZR,osimertinib,0.00000025,M,foretinib,0.000000016,M,0.03721,0.00079,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,D07,PC9AZR-O1_D07,PC9AZR,osimertinib,0.000000063,M,foretinib,0.000000016,M,0.03741,0.00048,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,E07,PC9AZR-O1_E07,PC9AZR,osimertinib,0.000000016,M,foretinib,0.000000016,M,0.04086,0.00057,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,F07,PC9AZR-O1_F07,PC9AZR,osimertinib,3.9E-09,M,foretinib,0.000000016,M,0.03902,0.00052,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,G07,PC9AZR-O1_G07,PC9AZR,osimertinib,0.000000001,M,foretinib,0.000000016,M,0.03937,0.00066,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,H07,PC9AZR-O1_H07,PC9AZR,osimertinib,0,M,foretinib,0.000000016,M,0.0384,0.0004,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,I07,PC9AZR-O1_I07,PC9AZR,osimertinib,0.000001,M,buparlisib,0.000000016,M,0.03641,0.001,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,J07,PC9AZR-O1_J07,PC9AZR,osimertinib,0.00000025,M,buparlisib,0.000000016,M,0.03771,0.00055,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,K07,PC9AZR-O1_K07,PC9AZR,osimertinib,0.000000063,M,buparlisib,0.000000016,M,0.03847,0.00093,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,L07,PC9AZR-O1_L07,PC9AZR,osimertinib,0.000000016,M,buparlisib,0.000000016,M,0.03789,0.00069,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,M07,PC9AZR-O1_M07,PC9AZR,osimertinib,3.9E-09,M,buparlisib,0.000000016,M,0.03705,0.00058,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,N07,PC9AZR-O1_N07,PC9AZR,osimertinib,0.000000001,M,buparlisib,0.000000016,M,0.03781,0.00065,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,O07,PC9AZR-O1_O07,PC9AZR,osimertinib,0,M,buparlisib,0.000000016,M,0.03857,0.00074,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,O08,PC9AZR-O1_O08,PC9AZR,osimertinib,0,M,buparlisib,3.9E-09,M,0.03758,0.00045,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,N08,PC9AZR-O1_N08,PC9AZR,osimertinib,0.000000001,M,buparlisib,3.9E-09,M,0.03897,0.00055,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,M08,PC9AZR-O1_M08,PC9AZR,osimertinib,3.9E-09,M,buparlisib,3.9E-09,M,0.04023,0.00048,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,L08,PC9AZR-O1_L08,PC9AZR,osimertinib,0.000000016,M,buparlisib,3.9E-09,M,0.04065,0.00064,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,K08,PC9AZR-O1_K08,PC9AZR,osimertinib,0.000000063,M,buparlisib,3.9E-09,M,0.03913,0.00087,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,J08,PC9AZR-O1_J08,PC9AZR,osimertinib,0.00000025,M,buparlisib,3.9E-09,M,0.03958,0.00037,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,I08,PC9AZR-O1_I08,PC9AZR,osimertinib,0.000001,M,buparlisib,3.9E-09,M,0.03714,0.00052,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,H08,PC9AZR-O1_H08,PC9AZR,osimertinib,0,M,foretinib,3.9E-09,M,0.03918,0.00066,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,G08,PC9AZR-O1_G08,PC9AZR,osimertinib,0.000000001,M,foretinib,3.9E-09,M,0.03686,0.00018,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,F08,PC9AZR-O1_F08,PC9AZR,osimertinib,3.9E-09,M,foretinib,3.9E-09,M,0.03784,0.00067,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,E08,PC9AZR-O1_E08,PC9AZR,osimertinib,0.000000016,M,foretinib,3.9E-09,M,0.03964,0.00081,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,D08,PC9AZR-O1_D08,PC9AZR,osimertinib,0.000000063,M,foretinib,3.9E-09,M,0.04048,0.00078,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,C08,PC9AZR-O1_C08,PC9AZR,osimertinib,0.00000025,M,foretinib,3.9E-09,M,0.0381,0.00027,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,B08,PC9AZR-O1_B08,PC9AZR,osimertinib,0.000001,M,foretinib,3.9E-09,M,0.03476,0.0007,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,B09,PC9AZR-O1_B09,PC9AZR,osimertinib,0.000001,M,foretinib,0.000000001,M,0.03477,0.0005,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,C09,PC9AZR-O1_C09,PC9AZR,osimertinib,0.00000025,M,foretinib,0.000000001,M,0.0356,0.001,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,D09,PC9AZR-O1_D09,PC9AZR,osimertinib,0.000000063,M,foretinib,0.000000001,M,0.04001,0.0007,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,E09,PC9AZR-O1_E09,PC9AZR,osimertinib,0.000000016,M,foretinib,0.000000001,M,0.04214,0.00052,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,F09,PC9AZR-O1_F09,PC9AZR,osimertinib,3.9E-09,M,foretinib,0.000000001,M,0.03884,0.00045,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,G09,PC9AZR-O1_G09,PC9AZR,osimertinib,0.000000001,M,foretinib,0.000000001,M,0.03897,0.00035,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,H09,PC9AZR-O1_H09,PC9AZR,osimertinib,0,M,foretinib,0.000000001,M,0.03789,0.00045,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,I09,PC9AZR-O1_I09,PC9AZR,osimertinib,0.000001,M,buparlisib,0.000000001,M,0.03639,0.00075,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,J09,PC9AZR-O1_J09,PC9AZR,osimertinib,0.00000025,M,buparlisib,0.000000001,M,0.03988,0.00058,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,K09,PC9AZR-O1_K09,PC9AZR,osimertinib,0.000000063,M,buparlisib,0.000000001,M,0.04001,0.00068,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,L09,PC9AZR-O1_L09,PC9AZR,osimertinib,0.000000016,M,buparlisib,0.000000001,M,0.04035,0.00079,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,M09,PC9AZR-O1_M09,PC9AZR,osimertinib,3.9E-09,M,buparlisib,0.000000001,M,0.04117,0.00092,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,N09,PC9AZR-O1_N09,PC9AZR,osimertinib,0.000000001,M,buparlisib,0.000000001,M,0.04042,0.00063,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,O09,PC9AZR-O1_O09,PC9AZR,osimertinib,0,M,buparlisib,0.000000001,M,0.04202,0.00067,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,O10,PC9AZR-O1_O10,PC9AZR,osimertinib,0,M,buparlisib,2.4E-10,M,0.04305,0.00088,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,N10,PC9AZR-O1_N10,PC9AZR,osimertinib,0.000000001,M,buparlisib,2.4E-10,M,0.04185,0.00064,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,M10,PC9AZR-O1_M10,PC9AZR,osimertinib,3.9E-09,M,buparlisib,2.4E-10,M,0.04096,0.00067,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,L10,PC9AZR-O1_L10,PC9AZR,osimertinib,0.000000016,M,buparlisib,2.4E-10,M,0.04122,0.00076,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,K10,PC9AZR-O1_K10,PC9AZR,osimertinib,0.000000063,M,buparlisib,2.4E-10,M,0.04003,0.00039,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,J10,PC9AZR-O1_J10,PC9AZR,osimertinib,0.00000025,M,buparlisib,2.4E-10,M,0.04255,0.00083,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,I10,PC9AZR-O1_I10,PC9AZR,osimertinib,0.000001,M,buparlisib,2.4E-10,M,0.03518,0.00042,PC9AZR_osimertinib,PC9AZR_osimertinib_buparlisib
HTS017,2017-07-07,PC9AZR-O1,94980,H10,PC9AZR-O1_H10,PC9AZR,osimertinib,0,M,foretinib,2.4E-10,M,0.03781,0.0003,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,G10,PC9AZR-O1_G10,PC9AZR,osimertinib,0.000000001,M,foretinib,2.4E-10,M,0.04069,0.00082,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,F10,PC9AZR-O1_F10,PC9AZR,osimertinib,3.9E-09,M,foretinib,2.4E-10,M,0.03865,0.00041,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,E10,PC9AZR-O1_E10,PC9AZR,osimertinib,0.000000016,M,foretinib,2.4E-10,M,0.03873,0.00057,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,D10,PC9AZR-O1_D10,PC9AZR,osimertinib,0.000000063,M,foretinib,2.4E-10,M,0.03982,0.00083,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,C10,PC9AZR-O1_C10,PC9AZR,osimertinib,0.00000025,M,foretinib,2.4E-10,M,0.03666,0.0005,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,B10,PC9AZR-O1_B10,PC9AZR,osimertinib,0.000001,M,foretinib,2.4E-10,M,0.0336,0.00071,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,B11,PC9AZR-O1_B11,PC9AZR,osimertinib,0.000001,M,foretinib,6.1E-11,M,0.03407,0.00029,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,C11,PC9AZR-O1_C11,PC9AZR,osimertinib,0.00000025,M,foretinib,6.1E-11,M,0.0401,0.00061,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,D11,PC9AZR-O1_D11,PC9AZR,osimertinib,0.000000063,M,foretinib,6.1E-11,M,0.03963,0.0005,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,E11,PC9AZR-O1_E11,PC9AZR,osimertinib,0.000000016,M,foretinib,6.1E-11,M,0.03877,0.00044,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,F11,PC9AZR-O1_F11,PC9AZR,osimertinib,3.9E-09,M,foretinib,6.1E-11,M,0.03975,0.00042,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
HTS017,2017-07-07,PC9AZR-O1,94980,G11,PC9AZR-O1_G11,PC9AZR,osimertinib,0.000000001,M,foretinib,6.1E-11,M,0.04217,0.00059,PC9AZR_osimertinib,PC9AZR_osimertinib_foretinib
